codigo_ibge;sigla;ano;variavel_valor
1722107;Acesso_SCM>=12Mbps;2025;665.0
2100055;Acesso_SCM>=12Mbps;2025;32196.0
2100105;Acesso_SCM>=12Mbps;2025;87.0
2100154;Acesso_SCM>=12Mbps;2025;546.0
2100204;Acesso_SCM>=12Mbps;2025;865.0
2100303;Acesso_SCM>=12Mbps;2025;791.0
2100402;Acesso_SCM>=12Mbps;2025;1170.0
2100436;Acesso_SCM>=12Mbps;2025;3681.0
2100477;Acesso_SCM>=12Mbps;2025;2467.0
2100501;Acesso_SCM>=12Mbps;2025;635.0
2100550;Acesso_SCM>=12Mbps;2025;13.0
2100600;Acesso_SCM>=12Mbps;2025;3426.0
2100709;Acesso_SCM>=12Mbps;2025;15.0
2100808;Acesso_SCM>=12Mbps;2025;1036.0
2100832;Acesso_SCM>=12Mbps;2025;677.0
2100873;Acesso_SCM>=12Mbps;2025;192.0
2100907;Acesso_SCM>=12Mbps;2025;4062.0
2100956;Acesso_SCM>=12Mbps;2025;3528.0
2101004;Acesso_SCM>=12Mbps;2025;2310.0
2101103;Acesso_SCM>=12Mbps;2025;974.0
2101202;Acesso_SCM>=12Mbps;2025;8637.0
2101251;Acesso_SCM>=12Mbps;2025;883.0
2101301;Acesso_SCM>=12Mbps;2025;21.0
2101350;Acesso_SCM>=12Mbps;2025;80.0
2101400;Acesso_SCM>=12Mbps;2025;19927.0
2101509;Acesso_SCM>=12Mbps;2025;1925.0
2101608;Acesso_SCM>=12Mbps;2025;10871.0
2101707;Acesso_SCM>=12Mbps;2025;7166.0
2101731;Acesso_SCM>=12Mbps;2025;233.0
2101772;Acesso_SCM>=12Mbps;2025;977.0
2101806;Acesso_SCM>=12Mbps;2025;691.0
2101905;Acesso_SCM>=12Mbps;2025;622.0
2101939;Acesso_SCM>=12Mbps;2025;832.0
2101970;Acesso_SCM>=12Mbps;2025;12.0
2102002;Acesso_SCM>=12Mbps;2025;3299.0
2102036;Acesso_SCM>=12Mbps;2025;1941.0
2102077;Acesso_SCM>=12Mbps;2025;10.0
2102101;Acesso_SCM>=12Mbps;2025;398.0
2102150;Acesso_SCM>=12Mbps;2025;516.0
2102200;Acesso_SCM>=12Mbps;2025;69.0
2102309;Acesso_SCM>=12Mbps;2025;363.0
2102325;Acesso_SCM>=12Mbps;2025;12021.0
2102358;Acesso_SCM>=12Mbps;2025;719.0
2102374;Acesso_SCM>=12Mbps;2025;224.0
2102408;Acesso_SCM>=12Mbps;2025;905.0
2102507;Acesso_SCM>=12Mbps;2025;549.0
2102556;Acesso_SCM>=12Mbps;2025;2661.0
2102606;Acesso_SCM>=12Mbps;2025;1349.0
2102705;Acesso_SCM>=12Mbps;2025;2732.0
2102754;Acesso_SCM>=12Mbps;2025;30.0
2102804;Acesso_SCM>=12Mbps;2025;2618.0
2102903;Acesso_SCM>=12Mbps;2025;37.0
2103000;Acesso_SCM>=12Mbps;2025;28086.0
2103109;Acesso_SCM>=12Mbps;2025;1216.0
2103125;Acesso_SCM>=12Mbps;2025;47.0
